R-id,class,reactions,cluster
24457,5,CC(=O)NC(COc1ccc2sc(C)nc2c1)CN1CCN(C(=O)OC(C)(C)C)CC1.O>>CC(=O)NC(COc1ccc2sc(C)nc2c1)CN1CCNCC1.CC(C)(C)OC(=O)O,18
6521,1,CN(C)C(=O)c1ccc(OCc2ccccc2)c(C(=O)O)c1.Nc1cccnc1>>CN(C)C(=O)c1ccc(OCc2ccccc2)c(C(=O)Nc2cccnc2)c1.O,2
14985,7,CS.On1c(C(F)(F)C(F)(F)F)nc2nc(Cl)ccc21>>CSc1ccc2c(n1)nc(C(F)(F)C(F)(F)F)n2O.Cl,65
20629,3,C=C(C)Cc1cccc(C(=O)OC)c1O.CN(C)C(=S)Cl>>C=C(C)Cc1cccc(C(=O)OC)c1OC(=S)N(C)C.Cl,9
43124,6,CC(C)OC(=O)c1cc(N)ccc1Cl.CC1=C(C(=O)O)SCCS1>>CC1=C(C(=O)Nc2ccc(Cl)c(C(=O)OC(C)C)c2)SCCS1.O,2
36830,2,Cc1c(F)cccc1C1(C(F)F)N=C(NC(=O)c2ccccc2)OC2CC21.O>>Cc1c(F)cccc1C1(C(F)F)N=C(N)OC2CC21.O=C(O)c1ccccc1,18
38793,1,CC(C)O.CCOC(=O)c1c(C)nc2c(ncn2CC)c1Cl>>CCOC(=O)c1c(C)nc2c(ncn2CC)c1OC(C)C.Cl,9
43173,1,CNC.COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CCl)c1Cl>>COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C)c1Cl.Cl,7
42552,2,CCOC(=O)c1oc2cccc(OS(=O)(=O)C(F)(F)F)c2c1C.C[Si](C)(C)C#CC1CC1>>CCOC(=O)c1oc2cccc(C#CC3CC3)c2c1C.C[Si](C)(C)OS(=O)(=O)C(F)(F)F,206
22926,6,COC(=O)c1sccc1S(=O)(=O)N=C=O.COc1cc(C#N)nc(N)n1>>COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C#N)cc(OC)n1,10
44965,9,C=CCC1(S(=O)(=O)Nc2c(Nc3ccc(I)cc3F)cc(F)cc2Oc2cccc(N)c2)CC1.CCS(=O)(=O)Cl>>C=CCC1(S(=O)(=O)Nc2c(Nc3ccc(I)cc3F)cc(F)cc2Oc2cccc(NS(=O)(=O)CC)c2)CC1.Cl,3
6585,2,COc1ccc2ncc(F)c(C=O)c2n1.[H].[H]>>COc1ccc2ncc(F)c(CO)c2n1,32
36330,8,CC(=O)OC(C)=O.CN[C@H]1CCN(c2ccc(-n3ccc(OCc4ccccc4)cc3=O)cn2)C1>>CC(=O)N(C)[C@H]1CCN(c2ccc(-n3ccc(OCc4ccccc4)cc3=O)cn2)C1.CC(=O)O,2
31819,1,COC(=O)C(C(=O)c1cc(C(F)(F)F)nn1-c1ccc(OC)cc1)c1ccc(-n2ccccc2=O)cc1F.O>>COc1ccc(-n2nc(C(F)(F)F)cc2C(=O)Cc2ccc(-n3ccccc3=O)cc2F)cc1.COC(=O)O,98
32448,6,COC(=O)c1nc(C(C)C)cs1.O.[H].[H].[H].[H]>>CC(C)c1csc(CO)n1.CO.O,4
17530,4,C1CCNCC1.O=C1c2ccc(F)cc2C(=O)c2cc3ccccc3cc21>>O=C1c2ccc(N3CCCCC3)cc2C(=O)c2cc3ccccc3cc21.F,16
36787,1,CCCC(=O)c1ccc(-n2cc(C(F)(F)F)cn2)nc1.[H].[H]>>CCCC(O)c1ccc(-n2cc(C(F)(F)F)cn2)nc1,32
44236,6,Cc1cc(CN)nn1-c1ccccc1.O=C(Cl)CCl>>Cc1cc(CNC(=O)CCl)nn1-c1ccccc1.Cl,7
30799,1,C1CCNC1.NC(=O)c1cc(-c2ccccc2)cc2c(C3CCN(S(=O)(=O)CCCCl)CC3)c[nH]c12>>NC(=O)c1cc(-c2ccccc2)cc2c(C3CCN(S(=O)(=O)CCCN4CCCC4)CC3)c[nH]c12.Cl,7
11683,1,COC(=O)c1cccc2c(=O)c3ccccc3oc12.O>>O=C(O)c1cccc2c(=O)c3ccccc3oc12.CO,23
37149,1,CCCCCC(=O)Cl.Cc1c2c(nc3ccccc13)CCNCC2>>CCCCCC(=O)N1CCc2nc3ccccc3c(C)c2CC1.Cl,7
10690,6,N#CCc1ccccc1N.O=C(Cl)c1cccnc1>>N#CCc1ccccc1NC(=O)c1cccnc1.Cl,7
18366,9,CCCCn1cc(-c2ccc(Cl)cc2Cl)nc1[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C.COC(=O)c1ccc(I)cc1>>CCCCn1cc(-c2ccc(Cl)cc2Cl)nc1[C@H](Cc1ccc(Oc2ccc(C(=O)OC)cc2)cc1)NC(=O)OC(C)(C)C.I,41
5291,2,Brc1ccc2c(c1)C1(CCCCC1)C(=NOCc1ccccc1)N2.COc1cccc(B(O)O)c1>>COc1cccc(-c2ccc3c(c2)C2(CCCCC2)C(=NOCc2ccccc2)N3)c1.B(O)(O)Br,15
41422,7,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)O)cc4)cc3)nc21.CN(C)CCN>>CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCCN(C)C)cc4)cc3)nc21.O,2
3430,1,Ic1ccc(-c2nc(-c3ccccn3)cn2-c2cccnc2)cc1.c1ccc2[nH]cnc2c1>>c1ccc(-c2cn(-c3cccnc3)c(-c3ccc(-n4cnc5ccccc54)cc3)n2)nc1.I,19
17283,6,CO.O=C(O)[C@@H]1CC[C@H](O)CC1>>COC(=O)[C@@H]1CC[C@H](O)CC1.O,23
14909,2,CC(C)(C)OC(=O)N[C@H](CCCNC(=O)OCc1ccccc1)C(=O)N[C@@H](CO)c1ccccc1.O>>N[C@H](CCCNC(=O)OCc1ccccc1)C(=O)N[C@@H](CO)c1ccccc1.CC(C)(C)OC(=O)O,18
19505,6,CC(C)(C)OC(=O)N1CC(=O)C(I)=C[C@H]1CO[Si](C)(C)C(C)(C)C.[H].[H]>>CC(C)(C)OC(=O)N1C[C@@H](O)C(I)=C[C@H]1CO[Si](C)(C)C(C)(C)C,32
37620,2,C=C(C)C(=O)Cl.CCCCCOC(CN)OCCCCC>>C=C(C)C(=O)NCC(OCCCCC)OCCCCC.Cl,7
29521,1,Cc1ccccc1-c1nc(C(=O)O)c(CCC23CC4CC(CC(C4)C2)C3)[nH]1.O=C(OCc1ccccc1)c1cccc(O)c1>>Cc1ccccc1-c1nc(C(=O)Oc2cccc(C(=O)OCc3ccccc3)c2)c(CCC23CC4CC(CC(C4)C2)C3)[nH]1.O,23
15721,6,O=C1Cc2cccc(Cl)c2N1.O=Cc1ccc2cccccc1-2>>O=C1Nc2c(Cl)cccc2/C1=C/c1ccc2cccccc1-2.O,26
788,9,COC(=O)CBr.Oc1ccc(Cc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1Cl>>COC(=O)COc1ccc(Cc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1Cl.Br,14
24195,6,CCOC(=O)[C@@H]1CCCC[C@@H]1NCCC(C)(C)C.CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(CC(=O)O)N2>>CCOC(=O)[C@@H]1CCCC[C@@H]1N(CCC(C)(C)C)C(=O)CC1=NS(=O)(=O)c2cc(NS(C)(=O)=O)ccc2N1.O,2
24207,1,C1COCCN1.CC(=O)c1ccc(N2CCN(C(=O)c3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)c(F)c1>>CC(=O)c1ccc(N2CCN(C(=O)c3cc(S(=O)(=O)N(C)C)ccc3N3CCOCC3)CC2)c(F)c1.Cl,7
13884,1,CC(C)[C@@H]1c2ccc(F)cc2CC[C@@]1(O)CCO.Cc1ccc(S(=O)(=O)Cl)cc1>>Cc1ccc(S(=O)(=O)OCC[C@]2(O)CCc3cc(F)ccc3[C@H]2C(C)C)cc1.Cl,31
25645,2,BrC(Br)(Br)Br.Cc1cc(CO)sc1Br>>Cc1cc(CBr)sc1Br.OC(Br)(Br)Br,76
1127,1,COC(=O)CC1(COS(C)(=O)=O)CC1.COCCCc1cc(O)cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1>>COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(CC(=O)OC)CC2)c1.CS(=O)(=O)O,23
37385,7,CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)cn1.COC(=O)c1cn2cc(Br)cc(C(F)(F)F)c2n1>>COC(=O)c1cn2cc(-c3cnn(C(=O)OC(C)(C)C)c3)cc(C(F)(F)F)c2n1.CC1(C)OB(Br)OC1(C)C,15
32340,1,Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)O)cn1.c1cc2n(n1)CCCN2>>Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)N2CCCn3nccc32)cn1.O,2
26046,7,CN(C)C(=O)c1ccc(F)cc1F.COCC1Cc2c(O)cc(C(=O)Nc3ccn(C)n3)cc2O1>>COCC1Cc2c(Oc3ccc(C(=O)N(C)C)c(F)c3)cc(C(=O)Nc3ccn(C)n3)cc2O1.F,64
6399,1,Cc1cc(C(=O)Cl)ccc1OC(C)C.[H].[H]>>Cc1cc(C=O)ccc1OC(C)C.Cl,73
45126,2,COc1ccc2nc(-c3ccc(N)cc3)sc2c1.O=C(O)c1ccc(Br)nc1>>COc1ccc2nc(-c3ccc(NC(=O)c4ccc(Br)nc4)cc3)sc2c1.O,2
20487,2,ClCc1cn2cc(Cl)ccc2n1.c1ccc(N2CCNCC2)cc1>>Clc1ccc2nc(CN3CCN(c4ccccc4)CC3)cn2c1.Cl,7
11300,9,C=C1CNC(OC(=O)O[C@H](C)OC(=O)C(C)C)O1.NCC1(CC(=O)O)CCCCC1>>CC(C)C(=O)O[C@@H](C)OC(=O)NCC1(CC(=O)O)CCCCC1.C=C1CNC(O)O1,2
6972,1,C=CC[C@H](NC(=O)OC(C)(C)C)c1cc(-c2ccc(N)cc2N)ccn1.COC(=O)Cl>>C=CC[C@H](NC(=O)OC(C)(C)C)c1cc(-c2ccc(NC(=O)OC)cc2N)ccn1.Cl,7
26734,5,CN1CCN(Cc2cc3nc(Cl)nc(N4CCOCC4)c3s2)CC1.Cc1ccc(B2OC(C)(C)C(C)(C)O2)c2cc[nH]c12>>Cc1ccc(-c2nc(N3CCOCC3)c3sc(CN4CCN(C)CC4)cc3n2)c2cc[nH]c12.CC1(C)OB(Cl)OC1(C)C,1
3688,6,Clc1nc(NC2CC2)nc(NC2CC2)n1.NC1CC1>>C1CC1Nc1nc(NC2CC2)nc(NC2CC2)n1.Cl,7
30233,5,O=C(O)c1ccc(C2(c3ccccc3)SCCS2)cc1.c1cc2c(o1)CNCC2>>O=C(c1ccc(C2(c3ccccc3)SCCS2)cc1)N1CCc2ccoc2C1.O,2
25061,3,COc1cc(B(O)O)ccn1.Clc1ccc2ncc(Br)n2c1>>COc1cc(-c2cnc3ccc(Cl)cn23)ccn1.B(O)(O)Br,15
10176,1,CNCc1cc2ccccc2n1Cc1ccc(O)cc1.C[C@H]1Nc2ccc(C(=O)O)cc2CN(C)C1=O>>C[C@H]1Nc2ccc(C(=O)N(C)Cc3cc4ccccc4n3Cc3ccc(O)cc3)cc2CN(C)C1=O.O,2
42317,1,CSCC[C@H](CO)NC(=O)OC(C)(C)C.[O]>>CSCC[C@H](C=O)NC(=O)OC(C)(C)C.O,8
48324,3,CC1Cc2cc(Br)cc(S(N)(=O)=O)c2OS1(=O)=O.[H].[H]>>CC1Cc2cccc(S(N)(=O)=O)c2OS1(=O)=O.Br,85
39511,9,Nc1cc(C(F)(F)F)ccc1O.O=C(O)c1ccncc1I>>O=C(Nc1cc(C(F)(F)F)ccc1O)c1ccncc1I.O,2
14913,7,CC(C)S.N#Cc1cnc2ccc(I)cc2c1Cl>>CC(C)Sc1c(C#N)cnc2ccc(I)cc12.Cl,65
7367,7,CC(C)c1ccc(N(Cc2cn[nH]c2)C(=O)C2CCCc3c(OCc4ccccc4)cccc32)cn1.Cc1ccnc(CCl)c1>>Cc1ccnc(Cn2cc(CN(C(=O)C3CCCc4c(OCc5ccccc5)cccc43)c3ccc(C(C)C)nc3)cn2)c1.Cl,7
9260,3,COc1cccc(B(O)O)c1.O=C(Nc1nc2ccc(Br)cn2n1)c1cccnc1>>COc1cccc(-c2ccc3nc(NC(=O)c4cccnc4)nn3c2)c1.B(O)(O)Br,15
14523,2,COC(=O)c1cc(Br)cc(C(=O)OC)c1.FC1(F)CCNCC1>>COC(=O)c1cc(C(=O)OC)cc(N2CCC(F)(F)CC2)c1.Br,0
26444,2,CC(C)(C)OC(=O)N1CCNCC1.CCOc1cc(C)nc(Br)c1>>CCOc1cc(C)nc(N2CCN(C(=O)OC(C)(C)C)CC2)c1.Br,0
36919,7,CCc1cc(C(=O)O)c(C)nc1OC.N>>CCc1cc(C(N)=O)c(C)nc1OC.O,2
46484,1,C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1.O>>C[C@H](N)C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1.CC(C)(C)OC(=O)O,18
23429,6,CC(C)(C)COc1ccc(S(C)(=O)=O)cc1C(=O)O.CCS(=O)(=O)c1cnc(N2CCNCC2)s1>>CCS(=O)(=O)c1cnc(N2CCN(C(=O)c3cc(S(C)(=O)=O)ccc3OCC(C)(C)C)CC2)s1.O,2
39232,3,Nc1cc(Cl)ccc1[N+](=O)[O-].Sc1ccccc1>>Nc1cc(Sc2ccccc2)ccc1[N+](=O)[O-].Cl,65
22857,1,N#C[Cu].O=Cc1ccc(-c2ccc(Br)cc2)cc1>>N#Cc1ccc(-c2ccc(C=O)cc2)cc1.[Cu]Br,139
43858,2,BrCCCc1ccccn1.Clc1ccc2[nH]c3c(c2c1)CNCC3>>Clc1ccc2[nH]c3c(c2c1)CN(CCCc1ccccn1)CC3.Br,0
21852,2,CC(=O)Cl.c1ccc(-c2cc3c(n2C2CC2)CCCNC3)cc1>>CC(=O)N1CCCc2c(cc(-c3ccccc3)n2C2CC2)C1.Cl,7
20538,9,CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(CCN)cc2)cc1.COc1cccc(C(=O)Cl)c1>>COc1cccc(C(=O)NCCc2ccc(-c3ccc(C(C)CNS(=O)(=O)C(C)C)cc3)cc2)c1.Cl,7
44789,9,OCCc1ccc(F)cc1.[O]>>O=CCc1ccc(F)cc1.O,8
43685,3,Cc1ccc(OCC(O)CNC(C)(C)C)c2[nH]c(=O)[nH]c12.O=C(O)c1ccccc1>>Cc1ccc(OCC(CNC(C)(C)C)OC(=O)c2ccccc2)c2[nH]c(=O)[nH]c12.O,23
42254,6,COC(=O)C(CCOc1ccc(N2CCN(c3ccncc3)CC2)cc1)NC(=O)OC(C)(C)C.O>>COC(=O)C(N)CCOc1ccc(N2CCN(c3ccncc3)CC2)cc1.CC(C)(C)OC(=O)O,18
33450,7,CC1(O)CCC(=O)CC1.[H].[H]>>CC1(O)CCC(O)CC1,32
34251,2,CCOC(=O)c1ccc(N2CCCS2(=O)=O)nc1.Cc1cnc(N2CCNCC2)c(C2CC2)c1>>Cc1cnc(N2CCN(C(=O)c3ccc(N4CCCS4(=O)=O)nc3)CC2)c(C2CC2)c1.CCO,2
37914,7,CCI.COC(=O)c1cc(O)c2cccc(C3CC3)c2n1>>CCOc1cc(C(=O)OC)nc2c(C3CC3)cccc12.I,41
42134,1,BrC(Br)(Br)Br.COC(c1ccc(C(F)(F)F)cc1CO)C1CCCC1>>CO[C@H](c1ccc(C(F)(F)F)cc1CBr)C1CCCC1.OC(Br)(Br)Br,76
7854,6,Cc1cc(C(=O)CBr)ccc1O.NC(N)=S>>Cc1cc(-c2csc(N)n2)ccc1O.O.Br,78
30289,6,CN1CCNCC1.N#Cc1cnc2sc(-c3cccc(C=O)c3)cc2c1Nc1ccc2[nH]ccc2c1.[H].[H]>>CN1CCN(Cc2cccc(-c3cc4c(Nc5ccc6[nH]ccc6c5)c(C#N)cnc4s3)c2)CC1.O,12
20885,5,CC(=O)OC(C)=O.COc1cccc(CCN)c1>>COc1cccc(CCNC(C)=O)c1.CC(=O)O,2
186,2,CC(C)(C)c1nc2cc(C(=O)O)ccc2n1CC1CCC(F)(F)CC1.COC(=O)CC1CCNCC1>>COC(=O)CC1CCN(C(=O)c2ccc3c(c2)nc(C(C)(C)C)n3CC2CCC(F)(F)CC2)CC1.O,2
42883,3,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1OC(=O)CBr>>CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1OC(=O)COC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C.Br,14
1712,1,Cc1[nH]c2ccc(OC(C)(C)C)cc2c1CCN1CCCCC1CC1CCCCC1.O=C(Cl)c1ccccc1>>Cc1c(CCN2CCCCC2CC2CCCCC2)c2cc(OC(C)(C)C)ccc2n1C(=O)c1ccccc1.Cl,7
6293,2,CC(C)(C)c1ccc(C(=O)Cl)cc1.CSc1nc(N)cc(N)n1>>CSc1nc(N)cc(NC(=O)c2ccc(C(C)(C)C)cc2)n1.Cl,7
28388,2,CCOC(=O)C1CCNCC1.COc1cccc(OC)c1CBr>>CCOC(=O)C1CCN(Cc2c(OC)cccc2OC)CC1.Br,0
43813,1,O=C(CBr)c1ccc(-c2ccccc2)cc1.N#C[Na]>>N#CCC(=O)c1ccc(-c2ccccc2)cc1.[Na]Br,58
36752,1,Cc1nc(-c2ccccn2)ncc1C(=O)O.Nn1ccc2cc(F)cnc21>>Cc1nc(-c2ccccn2)ncc1C(=O)Nn1ccc2cc(F)cnc21.O,2
49974,1,CC(C)(C)OC(=O)N1CCC[C@@H]1c1nncn1Cc1ccc(Cl)cc1.O>>Clc1ccc(Cn2cnnc2[C@H]2CCCN2)cc1.CC(C)(C)OC(=O)O,18
29932,2,O=C=NCCc1ccccc1.OCCc1c[nH]cn1>>O=C(NCCc1ccccc1)OCCc1c[nH]cn1,63
34426,6,CCI.CCOc1ccc(C(=O)O)c(OCC)n1>>CCOC(=O)c1ccc(OCC)nc1OCC.I,41
11992,6,Fc1nccnc1C1CCOCC1.Nc1ccc(O)cc1>>Nc1ccc(Oc2nccnc2C2CCOCC2)cc1.F,64
3906,1,COC(=O)c1sc(-n2cnc3cnc(CO[Si](C)(C)C(C)(C)C)cc32)cc1O[C@@H](C)c1ccccc1C(F)(F)F.N>>C[C@H](Oc1cc(-n2cnc3cnc(CO[Si](C)(C)C(C)(C)C)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F.CO,2
1439,9,Cc1ccc2c(N3CCNCC3)cccc2n1.O=CCc1c(F)ccc(Br)c1O.[H].[H]>>Cc1ccc2c(N3CCN(CCc4c(F)ccc(Br)c4O)CC3)cccc2n1.O,12
11958,9,Nc1cc(F)c(F)cc1C(=O)c1cccnc1.O=S(=O)(Cl)c1ccc(Br)cc1>>O=C(c1cccnc1)c1cc(F)c(F)cc1NS(=O)(=O)c1ccc(Br)cc1.Cl,3
48231,7,CNC.COc1cc2c(Nc3ccc(C)c(O)c3)c(C#N)cnc2cc1OCCCl>>COc1cc2c(Nc3ccc(C)c(O)c3)c(C#N)cnc2cc1OCCN(C)C.Cl,7
40205,3,COC(=O)c1cnc(Cl)nc1.COC1CNC1>>COC(=O)c1cnc(N2CC(OC)C2)nc1.Cl,7
37488,7,COc1ccc([C@H](N)c2cnn(C)c2)cc1F.O=C(O)c1cc(F)c2cnc(NCC3CC3)nc2c1>>COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NCC4CC4)nc3c2)c2cnn(C)c2)cc1F.O,2
2286,9,COc1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1.I>>Oc1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1.CI,27
41910,1,CCC(=O)OC[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@H](OC(=O)CC)[C@@]3(C)CC[C@@H]12.O>>CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(CO)[C@H]3CC[C@]12C.CCC(=O)O,23
16275,2,ClCCC(c1ccccc1)n1ccc2c(Cl)ncnc21.[H].[H]>>ClCCC(c1ccccc1)n1ccc2cncnc21.Cl,73
86,2,CCOC(=O)c1csc(N)n1.ICI>>CCOC(=O)c1csc(I)n1.NCI,192
4699,2,CC(C)N(C=Nc1ccncc1O)C(C)C.CN(C)C(=O)Cl>>CC(C)N(C=Nc1ccncc1OC(=O)N(C)C)C(C)C.Cl,9
21178,1,COc1cc2c(=O)[nH]c3nccc(Cl)c3c2cc1OC.COc1cccc(N)c1>>COc1cccc(Nc2ccnc3[nH]c(=O)c4cc(OC)c(OC)cc4c23)c1.Cl,7
11457,2,Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1.O=C(Cl)Oc1ccc([N+](=O)[O-])cc1>>Cc1ccc(F)cc1-c1ccc2cc(NC(=O)Oc3ccc([N+](=O)[O-])cc3)ncc2c1.Cl,7
9365,8,O=C(NCCc1c[nH]c2ccc(Cl)cc12)c1cccc(I)c1.OB(O)c1ccc(Cl)cc1>>O=C(NCCc1c[nH]c2ccc(Cl)cc12)c1cccc(-c2ccc(Cl)cc2)c1.B(O)(O)I,49
6562,6,COc1cc(C(=O)O)c([N+](=O)[O-])c(F)c1OC.N>>COc1cc(C(N)=O)c([N+](=O)[O-])c(F)c1OC.O,2
40304,6,COc1cc(F)ccc1B(O)O.Nc1cc(Cl)ncn1>>COc1cc(F)ccc1-c1cc(N)ncn1.B(O)(O)Cl,1
3097,2,CC(C)C(=O)Nc1cccc(C2CCN(CC[C@H](N)c3ccccc3)CC2)c1.O=C(Cl)c1cc(Cl)cc(Cl)c1>>CC(C)C(=O)Nc1cccc(C2CCN(CC[C@H](NC(=O)c3cc(Cl)cc(Cl)c3)c3ccccc3)CC2)c1.Cl,7
5965,4,Cc1ccc2nc(CCN)[nH]c2c1.O=CC1CC1.[H].[H]>>Cc1ccc2nc(CCNCC3CC3)[nH]c2c1.O,12
12600,6,CN1CCNCC1.O=[N+]([O-])c1ccc(F)c(F)c1>>CN1CCN(c2ccc([N+](=O)[O-])cc2F)CC1.F,16
45102,1,Cc1sc2cc(Oc3ccnc4cc(C(=O)N5CC[C@@H](O)C5)sc34)ccc2c1C(=O)O.NCC1CC1>>Cc1sc2cc(Oc3ccnc4cc(C(=O)N5CC[C@@H](O)C5)sc34)ccc2c1C(=O)NCC1CC1.O,2
21522,1,C/C(=C/CCC(C)CCO)CO.[H].[H]>>CC(C)=CCCC(C)CCO.O,37
25608,7,CC(C)(C)OC(=O)NCCCN.O=[N+]([O-])c1c(Cl)nc2ccccc2c1Cl>>CC(C)(C)OC(=O)NCCCNc1c([N+](=O)[O-])c(Cl)nc2ccccc12.Cl,7
10885,1,BrC1CCCC1.O=Cc1ccc[nH]1>>O=Cc1cccn1C1CCCC1.Br,0
35501,1,CCCNCCSc1ccc(OCC(=O)OCC)c(C)c1.Cc1c(S(=O)(=O)Cl)sc2ccc(C(F)(F)F)cc12>>CCCN(CCSc1ccc(OCC(=O)OCC)c(C)c1)S(=O)(=O)c1sc2ccc(C(F)(F)F)cc2c1C.Cl,3
36050,6,CN1CCC(O)CC1.O=C(O)Cc1cnn(-c2ccccc2)c1-c1ccc(Cl)cc1>>CN1CCC(OC(=O)Cc2cnn(-c3ccccc3)c2-c2ccc(Cl)cc2)CC1.O,23
48385,6,CNc1nc(-c2cccnc2)nc2ccc(-c3cccc(OCCCl)c3)cc12.OC[Na]>>CNc1nc(-c2cccnc2)nc2ccc(-c3cccc(OCCOC)c3)cc12.[Na]Cl,102
20204,1,CN1CCN(c2cccc3ccc([Sn](C)(C)C)cc23)CC1.O=C(Cl)c1ccccc1>>CN1CCN(c2cccc3ccc(C(=O)c4ccccc4)cc23)CC1.C[Sn](C)(C)Cl,82
663,6,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3cc(CO[Si](C)(C)C(C)(C)C)on3)c2cc1OC.O>>COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3cc(CO)on3)c2cc1OC.CC(C)(C)[Si](C)(C)O,91
1960,3,CC(C)(C)OC(=O)N[C@@H]1CC[C@@H](Nc2cc(-n3c(C(F)F)nc4ccccc43)nc(N3CCOCC3)n2)CC1.CC(C)CBr>>CC(C)CN(c1cc(-n2c(C(F)F)nc3ccccc32)nc(N2CCOCC2)n1)[C@@H]1CC[C@@H](NC(=O)OC(C)(C)C)CC1.Br,0
16254,6,C[C@H](CCN)N1CCC(Nc2ccc(O[Si](C)(C)C(C)(C)C)cc2)CC1.Cc1ncnc(C)c1C(=O)O>>Cc1ncnc(C)c1C(=O)NCC[C@@H](C)N1CCC(Nc2ccc(O[Si](C)(C)C(C)(C)C)cc2)CC1.O,2
49021,3,Nc1cc(Br)cnc1N.O=C(O)c1cccc(Cl)c1>>Clc1cccc(-c2nc3ncc(Br)cc3[nH]2)c1.O.O,92
29825,6,Nc1ccc(C2CCN(Cc3ccccc3)CC2)cc1.O=C(O)c1ccccc1-c1ccccc1>>O=C(Nc1ccc(C2CCN(Cc3ccccc3)CC2)cc1)c1ccccc1-c1ccccc1.O,2
42140,3,CCCCCCCCCCCCCCCC(=O)OCC(CN(C)C)OC(=O)CCCCCCCCCCCCCCC.OCCCCCCCCCCCCCCCCCCCCBr.Cl>>Br.CCCCCCCCCCCCCCCC(=O)OCC(C[N+](C)(C)CCCCCCCCCCCCCCCCCCCCO)OC(=O)CCCCCCCCCCCCCCC.[Cl-],5
22489,2,CC1NCCc2cncnc21.O=C(O)c1cc2ncc(Br)cn2n1>>CC1c2ncncc2CCN1C(=O)c1cc2ncc(Br)cn2n1.O,2
4317,2,CC(C)(CS(=O)(=O)CCO)NC(=O)OC(C)(C)C.O>>CC(C)(N)CS(=O)(=O)CCO.CC(C)(C)OC(=O)O,18
39026,6,CN(CCO)C(=O)OC(C)(C)C.Oc1cccc2[nH]ccc12>>CN(CCOc1cccc2[nH]ccc12)C(=O)OC(C)(C)C.O,23
18211,3,CCNCC(O)(CNc1cccc2c1cnn2-c1ccccc1)C(F)(F)F.Cc1ccccc1C(=O)O>>CCN(CC(O)(CNc1cccc2c1cnn2-c1ccccc1)C(F)(F)F)C(=O)c1ccccc1C.O,2
3126,2,COc1cc([N+](=O)[O-])cc(S(C)(=O)=O)c1.I>>CS(=O)(=O)c1cc(O)cc([N+](=O)[O-])c1.CI,27
49358,6,ClCCCCOc1cccc2[nH]ccc12.Clc1ccc2c(C3=CCNCC3)c[nH]c2c1>>Clc1ccc2c(C3=CCN(CCCCOc4cccc5[nH]ccc45)CC3)c[nH]c2c1.Cl,7
323,2,C[C@@H]1NC(=O)C[C@]1(C)O.N#Cc1ccc(Br)cc1Cl>>C[C@@H]1N(c2ccc(C#N)c(Cl)c2)C(=O)C[C@]1(C)O.Br,0
